Squadre,Beach Volley
Squadra 1,0
Squadra 2,0
Squadra 3,0
,
Squadre,Freccette
Squadra 1,0
Squadra 2,0
Squadra 3,0
,
Squadre,Beer Pong
Squadra 1,0
Squadra 2,0
Squadra 3,0
